travel_time,Date,Time
836,7/19/2010,20:52:00
816,7/19/2010,20:55:00
824,7/19/2010,20:58:00
855,7/19/2010,21:01:00
839,7/19/2010,21:04:00
820,7/19/2010,21:07:00
822,7/19/2010,21:10:00
796,7/19/2010,21:13:00
823,7/19/2010,21:16:00
807,7/19/2010,21:19:00
795,7/19/2010,21:22:00
798,7/19/2010,21:25:00
794,7/19/2010,21:28:00
790,7/19/2010,21:31:00
824,7/19/2010,21:34:00
808,7/19/2010,21:37:00
811,7/19/2010,21:40:00
820,7/19/2010,21:43:00
830,7/19/2010,21:46:00
811,7/19/2010,21:49:00
811,7/19/2010,21:52:00
801,7/19/2010,21:55:00
789,7/19/2010,21:58:00
782,7/19/2010,22:01:00
772,7/19/2010,22:04:00
798,7/19/2010,22:07:00
820,7/19/2010,22:10:00
789,7/19/2010,22:13:00
808,7/19/2010,22:16:00
825,7/19/2010,22:19:00
795,7/19/2010,22:22:00
796,7/19/2010,22:25:00
804,7/19/2010,22:28:00
806,7/19/2010,22:31:00
781,7/19/2010,22:34:00
801,7/19/2010,22:37:00
822,7/19/2010,22:40:00
810,7/19/2010,22:43:00
784,7/19/2010,22:46:00
785,7/19/2010,22:49:00
775,7/19/2010,22:52:00
771,7/19/2010,22:55:00
802,7/19/2010,22:58:00
775,7/19/2010,23:01:00
784,7/19/2010,23:04:00
793,7/19/2010,23:07:00
795,7/19/2010,23:10:00
764,7/19/2010,23:13:00
788,7/19/2010,23:16:00
775,7/19/2010,23:19:00
768,7/19/2010,23:22:00
772,7/19/2010,23:25:00
811,7/19/2010,23:28:00
851,7/19/2010,23:31:00
765,7/19/2010,23:34:00
785,7/19/2010,23:37:00
832,7/19/2010,23:40:00
799,7/19/2010,23:43:00
790,7/19/2010,23:46:00
765,7/19/2010,23:49:00
749,7/19/2010,23:52:00
754,7/19/2010,23:55:00
780,7/19/2010,23:58:00
780,7/20/2010,0:01:00
753,7/20/2010,0:04:00
784,7/20/2010,0:07:00
757,7/20/2010,0:10:00
799,7/20/2010,0:13:00
772,7/20/2010,0:16:00
795,7/20/2010,0:19:00
778,7/20/2010,0:22:00
792,7/20/2010,0:25:00
792,7/20/2010,0:28:00
759,7/20/2010,0:31:00
765,7/20/2010,0:34:00
789,7/20/2010,0:37:00
760,7/20/2010,0:40:00
765,7/20/2010,0:43:00
779,7/20/2010,0:46:00
783,7/20/2010,0:49:00
754,7/20/2010,0:52:00
771,7/20/2010,0:55:00
796,7/20/2010,0:58:00
729,7/20/2010,1:01:00
770,7/20/2010,1:04:00
791,7/20/2010,1:07:00
759,7/20/2010,1:10:00
779,7/20/2010,1:13:00
759,7/20/2010,1:16:00
768,7/20/2010,1:19:00
774,7/20/2010,1:22:00
815,7/20/2010,1:25:00
830,7/20/2010,1:28:00
798,7/20/2010,1:31:00
797,7/20/2010,1:34:00
794,7/20/2010,1:37:00
787,7/20/2010,1:40:00
721,7/20/2010,1:43:00
800,7/20/2010,1:46:00
793,7/20/2010,1:49:00
780,7/20/2010,1:52:00
777,7/20/2010,1:55:00
816,7/20/2010,1:58:00
899,7/20/2010,2:01:00
907,7/20/2010,2:04:00
1114,7/20/2010,2:07:00
870,7/20/2010,2:10:00
1060,7/20/2010,2:13:00
958,7/20/2010,2:16:00
847,7/20/2010,2:19:00
902,7/20/2010,2:22:00
889,7/20/2010,2:25:00
846,7/20/2010,2:28:00
825,7/20/2010,2:31:00
876,7/20/2010,2:34:00
767,7/20/2010,2:37:00
803,7/20/2010,2:40:00
795,7/20/2010,2:43:00
785,7/20/2010,2:46:00
798,7/20/2010,2:49:00
803,7/20/2010,2:52:00
781,7/20/2010,2:55:00
761,7/20/2010,2:58:00
773,7/20/2010,3:01:00
745,7/20/2010,3:04:00
790,7/20/2010,3:07:00
819,7/20/2010,3:10:00
806,7/20/2010,3:13:00
861,7/20/2010,3:16:00
790,7/20/2010,3:19:00
817,7/20/2010,3:22:00
726,7/20/2010,3:25:00
754,7/20/2010,3:28:00
767,7/20/2010,3:31:00
768,7/20/2010,3:34:00
799,7/20/2010,3:37:00
749,7/20/2010,3:40:00
752,7/20/2010,3:43:00
762,7/20/2010,3:46:00
766,7/20/2010,3:49:00
783,7/20/2010,3:52:00
767,7/20/2010,3:55:00
797,7/20/2010,3:58:00
771,7/20/2010,4:01:00
753,7/20/2010,4:04:00
792,7/20/2010,4:07:00
1038,7/20/2010,4:10:00
813,7/20/2010,4:13:00
787,7/20/2010,4:16:00
839,7/20/2010,4:19:00
735,7/20/2010,4:22:00
747,7/20/2010,4:25:00
818,7/20/2010,4:28:00
770,7/20/2010,4:31:00
781,7/20/2010,4:34:00
785,7/20/2010,4:37:00
805,7/20/2010,4:40:00
781,7/20/2010,4:43:00
769,7/20/2010,4:46:00
757,7/20/2010,4:49:00
773,7/20/2010,4:52:00
776,7/20/2010,4:55:00
765,7/20/2010,4:58:00
795,7/20/2010,5:01:00
763,7/20/2010,5:04:00
733,7/20/2010,5:07:00
763,7/20/2010,5:10:00
745,7/20/2010,5:13:00
746,7/20/2010,5:16:00
754,7/20/2010,5:19:00
788,7/20/2010,5:22:00
744,7/20/2010,5:25:00
778,7/20/2010,5:28:00
770,7/20/2010,5:31:00
757,7/20/2010,5:34:00
745,7/20/2010,5:37:00
767,7/20/2010,5:40:00
774,7/20/2010,5:43:00
784,7/20/2010,5:46:00
769,7/20/2010,5:49:00
781,7/20/2010,5:52:00
761,7/20/2010,5:55:00
769,7/20/2010,5:58:00
783,7/20/2010,6:01:00
798,7/20/2010,6:04:00
786,7/20/2010,6:07:00
800,7/20/2010,6:10:00
816,7/20/2010,6:13:00
799,7/20/2010,6:16:00
769,7/20/2010,6:19:00
833,7/20/2010,6:22:00
822,7/20/2010,6:25:00
844,7/20/2010,6:28:00
835,7/20/2010,6:31:00
804,7/20/2010,6:34:00
824,7/20/2010,6:37:00
817,7/20/2010,6:40:00
799,7/20/2010,6:43:00
845,7/20/2010,6:46:00
808,7/20/2010,6:49:00
813,7/20/2010,6:52:00
857,7/20/2010,6:55:00
819,7/20/2010,6:58:00
857,7/20/2010,7:01:00
851,7/20/2010,7:04:00
866,7/20/2010,7:07:00
867,7/20/2010,7:10:00
895,7/20/2010,7:13:00
886,7/20/2010,7:16:00
842,7/20/2010,7:19:00
858,7/20/2010,7:22:00
915,7/20/2010,7:25:00
886,7/20/2010,7:28:00
867,7/20/2010,7:31:00
866,7/20/2010,7:34:00
906,7/20/2010,7:37:00
880,7/20/2010,7:40:00
881,7/20/2010,7:43:00
898,7/20/2010,7:46:00
895,7/20/2010,7:49:00
910,7/20/2010,7:52:00
892,7/20/2010,7:55:00
854,7/20/2010,7:58:00
876,7/20/2010,8:01:00
911,7/20/2010,8:04:00
887,7/20/2010,8:07:00
927,7/20/2010,8:10:00
897,7/20/2010,8:13:00
910,7/20/2010,8:16:00
914,7/20/2010,8:19:00
937,7/20/2010,8:22:00
898,7/20/2010,8:25:00
919,7/20/2010,8:28:00
877,7/20/2010,8:31:00
877,7/20/2010,8:34:00
878,7/20/2010,8:37:00
915,7/20/2010,8:40:00
893,7/20/2010,8:43:00
914,7/20/2010,8:46:00
913,7/20/2010,8:49:00
922,7/20/2010,8:52:00
884,7/20/2010,8:55:00
874,7/20/2010,8:58:00
871,7/20/2010,9:01:00
851,7/20/2010,9:04:00
880,7/20/2010,9:07:00
866,7/20/2010,9:10:00
836,7/20/2010,9:13:00
857,7/20/2010,9:16:00
871,7/20/2010,9:19:00
843,7/20/2010,9:22:00
883,7/20/2010,9:25:00
836,7/20/2010,9:28:00
819,7/20/2010,9:31:00
844,7/20/2010,9:34:00
871,7/20/2010,9:37:00
854,7/20/2010,9:40:00
852,7/20/2010,9:43:00
826,7/20/2010,9:46:00
847,7/20/2010,9:49:00
838,7/20/2010,9:52:00
827,7/20/2010,9:55:00
819,7/20/2010,9:58:00
869,7/20/2010,10:01:00
852,7/20/2010,10:04:00
845,7/20/2010,10:07:00
823,7/20/2010,10:10:00
843,7/20/2010,10:13:00
890,7/20/2010,10:16:00
814,7/20/2010,10:19:00
866,7/20/2010,10:22:00
852,7/20/2010,10:25:00
838,7/20/2010,10:28:00
817,7/20/2010,10:31:00
831,7/20/2010,10:34:00
836,7/20/2010,10:37:00
791,7/20/2010,10:40:00
801,7/20/2010,10:43:00
848,7/20/2010,10:46:00
852,7/20/2010,10:49:00
858,7/20/2010,10:52:00
816,7/20/2010,10:55:00
829,7/20/2010,10:58:00
835,7/20/2010,11:01:00
896,7/20/2010,11:04:00
918,7/20/2010,11:07:00
882,7/20/2010,11:10:00
827,7/20/2010,11:13:00
891,7/20/2010,11:16:00
916,7/20/2010,11:19:00
862,7/20/2010,11:22:00
861,7/20/2010,11:25:00
856,7/20/2010,11:28:00
867,7/20/2010,11:31:00
859,7/20/2010,11:34:00
878,7/20/2010,11:37:00
829,7/20/2010,11:40:00
833,7/20/2010,11:43:00
824,7/20/2010,11:46:00
819,7/20/2010,11:49:00
826,7/20/2010,11:52:00
867,7/20/2010,11:55:00
864,7/20/2010,11:58:00
861,7/20/2010,12:01:00
841,7/20/2010,12:04:00
834,7/20/2010,12:07:00
881,7/20/2010,12:10:00
860,7/20/2010,12:13:00
845,7/20/2010,12:16:00
812,7/20/2010,12:19:00
834,7/20/2010,12:22:00
829,7/20/2010,12:25:00
813,7/20/2010,12:28:00
837,7/20/2010,12:31:00
816,7/20/2010,12:34:00
840,7/20/2010,12:37:00
830,7/20/2010,12:40:00
840,7/20/2010,12:43:00
836,7/20/2010,12:46:00
812,7/20/2010,12:49:00
875,7/20/2010,12:52:00
842,7/20/2010,12:55:00
870,7/20/2010,12:58:00
810,7/20/2010,13:01:00
812,7/20/2010,13:04:00
835,7/20/2010,13:07:00
823,7/20/2010,13:10:00
836,7/20/2010,13:13:00
831,7/20/2010,13:16:00
829,7/20/2010,13:19:00
835,7/20/2010,13:22:00
810,7/20/2010,13:25:00
816,7/20/2010,13:28:00
825,7/20/2010,13:31:00
852,7/20/2010,13:34:00
846,7/20/2010,13:37:00
867,7/20/2010,13:40:00
863,7/20/2010,13:43:00
809,7/20/2010,13:46:00
825,7/20/2010,13:49:00
828,7/20/2010,13:52:00
841,7/20/2010,13:55:00
843,7/20/2010,13:58:00
855,7/20/2010,14:01:00
821,7/20/2010,14:04:00
883,7/20/2010,14:07:00
852,7/20/2010,14:10:00
838,7/20/2010,14:13:00
825,7/20/2010,14:16:00
841,7/20/2010,14:19:00
845,7/20/2010,14:22:00
831,7/20/2010,14:25:00
827,7/20/2010,14:28:00
830,7/20/2010,14:31:00
858,7/20/2010,14:34:00
817,7/20/2010,14:37:00
855,7/20/2010,14:40:00
835,7/20/2010,14:43:00
849,7/20/2010,14:46:00
874,7/20/2010,14:49:00
855,7/20/2010,14:52:00
855,7/20/2010,14:55:00
829,7/20/2010,14:58:00
828,7/20/2010,15:01:00
837,7/20/2010,15:04:00
826,7/20/2010,15:07:00
839,7/20/2010,15:10:00
830,7/20/2010,15:13:00
837,7/20/2010,15:16:00
842,7/20/2010,15:19:00
845,7/20/2010,15:22:00
852,7/20/2010,15:25:00
882,7/20/2010,15:28:00
863,7/20/2010,15:31:00
827,7/20/2010,15:34:00
875,7/20/2010,15:37:00
851,7/20/2010,15:40:00
836,7/20/2010,15:43:00
839,7/20/2010,15:46:00
819,7/20/2010,15:49:00
854,7/20/2010,15:52:00
904,7/20/2010,15:55:00
921,7/20/2010,15:58:00
926,7/20/2010,16:01:00
924,7/20/2010,16:04:00
955,7/20/2010,16:07:00
934,7/20/2010,16:10:00
1026,7/20/2010,16:13:00
1272,7/20/2010,16:16:00
1720,7/20/2010,16:19:00
1953,7/20/2010,16:22:00
1692,7/20/2010,16:25:00
2005,7/20/2010,16:28:00
2234,7/20/2010,16:31:00
1909,7/20/2010,16:34:00
1546,7/20/2010,16:37:00
1728,7/20/2010,16:40:00
2284,7/20/2010,16:43:00
2536,7/20/2010,16:46:00
2360,7/20/2010,16:49:00
2511,7/20/2010,16:52:00
3724,7/20/2010,16:55:00
2763,7/20/2010,16:58:00
1968,7/20/2010,17:01:00
1715,7/20/2010,17:04:00
1712,7/20/2010,17:07:00
2113,7/20/2010,17:10:00
2215,7/20/2010,17:13:00
1879,7/20/2010,17:16:00
1697,7/20/2010,17:19:00
2091,7/20/2010,17:22:00
2626,7/20/2010,17:25:00
2025,7/20/2010,17:28:00
1689,7/20/2010,17:31:00
1858,7/20/2010,17:34:00
2129,7/20/2010,17:37:00
2057,7/20/2010,17:40:00
1741,7/20/2010,17:43:00
1167,7/20/2010,17:46:00
1032,7/20/2010,17:49:00
1165,7/20/2010,17:52:00
1409,7/20/2010,17:55:00
1652,7/20/2010,17:58:00
1505,7/20/2010,18:01:00
1091,7/20/2010,18:04:00
921,7/20/2010,18:07:00
931,7/20/2010,18:10:00
956,7/20/2010,18:13:00
904,7/20/2010,18:16:00
957,7/20/2010,18:19:00
938,7/20/2010,18:22:00
947,7/20/2010,18:25:00
1032,7/20/2010,18:28:00
985,7/20/2010,18:31:00
907,7/20/2010,18:34:00
911,7/20/2010,18:37:00
946,7/20/2010,18:40:00
998,7/20/2010,18:43:00
1002,7/20/2010,18:46:00
929,7/20/2010,18:49:00
910,7/20/2010,18:52:00
924,7/20/2010,18:55:00
946,7/20/2010,18:58:00
976,7/20/2010,19:01:00
1043,7/20/2010,19:04:00
991,7/20/2010,19:07:00
978,7/20/2010,19:10:00
929,7/20/2010,19:13:00
949,7/20/2010,19:16:00
938,7/20/2010,19:19:00
937,7/20/2010,19:22:00
925,7/20/2010,19:25:00
924,7/20/2010,19:28:00
919,7/20/2010,19:31:00
900,7/20/2010,19:34:00
891,7/20/2010,19:37:00
892,7/20/2010,19:40:00
867,7/20/2010,19:43:00
898,7/20/2010,19:46:00
852,7/20/2010,19:49:00
864,7/20/2010,19:52:00
883,7/20/2010,19:55:00
869,7/20/2010,19:58:00
869,7/20/2010,20:01:00
894,7/20/2010,20:04:00
876,7/20/2010,20:07:00
827,7/20/2010,20:10:00
842,7/20/2010,20:13:00
855,7/20/2010,20:16:00
842,7/20/2010,20:19:00
864,7/20/2010,20:22:00
810,7/20/2010,20:25:00
835,7/20/2010,20:28:00
791,7/20/2010,20:31:00
842,7/20/2010,20:34:00
804,7/20/2010,20:37:00
849,7/20/2010,20:40:00
864,7/20/2010,20:43:00
866,7/20/2010,20:46:00
832,7/20/2010,20:49:00
824,7/20/2010,20:52:00
817,7/20/2010,20:55:00
839,7/20/2010,20:58:00
811,7/20/2010,21:01:00
831,7/20/2010,21:04:00
837,7/20/2010,21:07:00
806,7/20/2010,21:10:00
832,7/20/2010,21:13:00
840,7/20/2010,21:16:00
831,7/20/2010,21:19:00
826,7/20/2010,21:22:00
808,7/20/2010,21:25:00
833,7/20/2010,21:28:00
824,7/20/2010,21:31:00
854,7/20/2010,21:34:00
828,7/20/2010,21:37:00
829,7/20/2010,21:40:00
822,7/20/2010,21:43:00
814,7/20/2010,21:46:00
799,7/20/2010,21:49:00
801,7/20/2010,21:52:00
850,7/20/2010,21:55:00
872,7/20/2010,21:58:00
823,7/20/2010,22:01:00
807,7/20/2010,22:04:00
808,7/20/2010,22:07:00
832,7/20/2010,22:10:00
825,7/20/2010,22:13:00
837,7/20/2010,22:16:00
827,7/20/2010,22:19:00
812,7/20/2010,22:22:00
837,7/20/2010,22:25:00
804,7/20/2010,22:28:00
811,7/20/2010,22:31:00
833,7/20/2010,22:34:00
833,7/20/2010,22:37:00
812,7/20/2010,22:40:00
819,7/20/2010,22:43:00
797,7/20/2010,22:46:00
810,7/20/2010,22:49:00
800,7/20/2010,22:52:00
790,7/20/2010,22:55:00
847,7/20/2010,22:58:00
817,7/20/2010,23:01:00
803,7/20/2010,23:04:00
789,7/20/2010,23:07:00
789,7/20/2010,23:10:00
802,7/20/2010,23:13:00
779,7/20/2010,23:16:00
798,7/20/2010,23:19:00
794,7/20/2010,23:22:00
804,7/20/2010,23:25:00
799,7/20/2010,23:28:00
773,7/20/2010,23:31:00
777,7/20/2010,23:34:00
799,7/20/2010,23:37:00
804,7/20/2010,23:40:00
808,7/20/2010,23:43:00
785,7/20/2010,23:46:00
752,7/20/2010,23:49:00
748,7/20/2010,23:52:00
783,7/20/2010,23:55:00
793,7/20/2010,23:58:00
740,7/21/2010,0:01:00
792,7/21/2010,0:04:00
771,7/21/2010,0:07:00
780,7/21/2010,0:10:00
783,7/21/2010,0:13:00
816,7/21/2010,0:16:00
787,7/21/2010,0:19:00
780,7/21/2010,0:22:00
781,7/21/2010,0:25:00
774,7/21/2010,0:28:00
771,7/21/2010,0:31:00
789,7/21/2010,0:34:00
767,7/21/2010,0:37:00
796,7/21/2010,0:40:00
807,7/21/2010,0:43:00
792,7/21/2010,0:46:00
775,7/21/2010,0:49:00
775,7/21/2010,0:52:00
735,7/21/2010,0:55:00
799,7/21/2010,0:58:00
784,7/21/2010,1:01:00
806,7/21/2010,1:04:00
772,7/21/2010,1:07:00
834,7/21/2010,1:10:00
778,7/21/2010,1:13:00
760,7/21/2010,1:16:00
756,7/21/2010,1:19:00
772,7/21/2010,1:22:00
771,7/21/2010,1:25:00
818,7/21/2010,1:28:00
780,7/21/2010,1:31:00
802,7/21/2010,1:34:00
791,7/21/2010,1:37:00
767,7/21/2010,1:40:00
752,7/21/2010,1:43:00
798,7/21/2010,1:46:00
770,7/21/2010,1:49:00
752,7/21/2010,1:52:00
806,7/21/2010,1:55:00
802,7/21/2010,1:58:00
776,7/21/2010,2:01:00
775,7/21/2010,2:04:00
784,7/21/2010,2:07:00
754,7/21/2010,2:10:00
773,7/21/2010,2:13:00
793,7/21/2010,2:16:00
795,7/21/2010,2:19:00
779,7/21/2010,2:22:00
835,7/21/2010,2:25:00
781,7/21/2010,2:28:00
785,7/21/2010,2:31:00
778,7/21/2010,2:34:00
771,7/21/2010,2:37:00
791,7/21/2010,2:40:00
772,7/21/2010,2:43:00
766,7/21/2010,2:46:00
783,7/21/2010,2:49:00
784,7/21/2010,2:52:00
783,7/21/2010,2:55:00
791,7/21/2010,2:58:00
768,7/21/2010,3:01:00
831,7/21/2010,3:04:00
763,7/21/2010,3:07:00
786,7/21/2010,3:10:00
814,7/21/2010,3:13:00
801,7/21/2010,3:16:00
799,7/21/2010,3:19:00
725,7/21/2010,3:22:00
836,7/21/2010,3:25:00
851,7/21/2010,3:28:00
802,7/21/2010,3:31:00
831,7/21/2010,3:34:00
730,7/21/2010,3:37:00
780,7/21/2010,3:40:00
802,7/21/2010,3:43:00
765,7/21/2010,3:46:00
776,7/21/2010,3:49:00
812,7/21/2010,3:52:00
814,7/21/2010,3:55:00
788,7/21/2010,3:58:00
769,7/21/2010,4:01:00
772,7/21/2010,4:04:00
778,7/21/2010,4:07:00
775,7/21/2010,4:10:00
801,7/21/2010,4:13:00
749,7/21/2010,4:16:00
754,7/21/2010,4:19:00
749,7/21/2010,4:22:00
740,7/21/2010,4:25:00
763,7/21/2010,4:28:00
747,7/21/2010,4:31:00
769,7/21/2010,4:34:00
793,7/21/2010,4:37:00
729,7/21/2010,4:40:00
737,7/21/2010,4:43:00
766,7/21/2010,4:46:00
808,7/21/2010,4:49:00
750,7/21/2010,4:52:00
779,7/21/2010,4:55:00
759,7/21/2010,4:58:00
765,7/21/2010,5:01:00
747,7/21/2010,5:04:00
812,7/21/2010,5:07:00
797,7/21/2010,5:10:00
770,7/21/2010,5:13:00
760,7/21/2010,5:16:00
759,7/21/2010,5:19:00
753,7/21/2010,5:22:00
767,7/21/2010,5:25:00
743,7/21/2010,5:28:00
789,7/21/2010,5:31:00
756,7/21/2010,5:34:00
755,7/21/2010,5:37:00
772,7/21/2010,5:40:00
757,7/21/2010,5:43:00
772,7/21/2010,5:46:00
759,7/21/2010,5:49:00
798,7/21/2010,5:52:00
780,7/21/2010,5:55:00
752,7/21/2010,5:58:00
765,7/21/2010,6:01:00
792,7/21/2010,6:04:00
772,7/21/2010,6:07:00
781,7/21/2010,6:10:00
796,7/21/2010,6:13:00
805,7/21/2010,6:16:00
807,7/21/2010,6:19:00
816,7/21/2010,6:22:00
807,7/21/2010,6:25:00
835,7/21/2010,6:28:00
831,7/21/2010,6:31:00
810,7/21/2010,6:34:00
809,7/21/2010,6:37:00
792,7/21/2010,6:40:00
846,7/21/2010,6:43:00
863,7/21/2010,6:46:00
857,7/21/2010,6:49:00
868,7/21/2010,6:52:00
843,7/21/2010,6:55:00
887,7/21/2010,6:58:00
847,7/21/2010,7:01:00
837,7/21/2010,7:04:00
889,7/21/2010,7:07:00
854,7/21/2010,7:10:00
852,7/21/2010,7:13:00
933,7/21/2010,7:16:00
874,7/21/2010,7:19:00
856,7/21/2010,7:22:00
883,7/21/2010,7:25:00
839,7/21/2010,7:28:00
861,7/21/2010,7:31:00
915,7/21/2010,7:34:00
915,7/21/2010,7:37:00
914,7/21/2010,7:40:00
921,7/21/2010,7:43:00
947,7/21/2010,7:46:00
940,7/21/2010,7:49:00
924,7/21/2010,7:52:00
866,7/21/2010,7:55:00
949,7/21/2010,7:58:00
890,7/21/2010,8:01:00
933,7/21/2010,8:04:00
893,7/21/2010,8:07:00
899,7/21/2010,8:10:00
882,7/21/2010,8:13:00
892,7/21/2010,8:16:00
901,7/21/2010,8:19:00
887,7/21/2010,8:22:00
885,7/21/2010,8:25:00
913,7/21/2010,8:28:00
938,7/21/2010,8:31:00
905,7/21/2010,8:34:00
896,7/21/2010,8:37:00
895,7/21/2010,8:40:00
885,7/21/2010,8:43:00
911,7/21/2010,8:46:00
903,7/21/2010,8:49:00
906,7/21/2010,8:52:00
859,7/21/2010,8:55:00
889,7/21/2010,8:58:00
868,7/21/2010,9:01:00
861,7/21/2010,9:04:00
871,7/21/2010,9:07:00
858,7/21/2010,9:10:00
868,7/21/2010,9:13:00
904,7/21/2010,9:16:00
853,7/21/2010,9:19:00
855,7/21/2010,9:22:00
872,7/21/2010,9:25:00
852,7/21/2010,9:28:00
868,7/21/2010,9:31:00
838,7/21/2010,9:34:00
865,7/21/2010,9:37:00
886,7/21/2010,9:40:00
866,7/21/2010,9:43:00
854,7/21/2010,9:46:00
853,7/21/2010,9:49:00
874,7/21/2010,9:52:00
877,7/21/2010,9:55:00
804,7/21/2010,9:58:00
812,7/21/2010,10:01:00
821,7/21/2010,10:04:00
831,7/21/2010,10:07:00
857,7/21/2010,10:10:00
814,7/21/2010,10:13:00
821,7/21/2010,10:16:00
839,7/21/2010,10:19:00
840,7/21/2010,10:22:00
827,7/21/2010,10:25:00
819,7/21/2010,10:28:00
829,7/21/2010,10:31:00
821,7/21/2010,10:34:00
851,7/21/2010,10:37:00
826,7/21/2010,10:40:00
814,7/21/2010,10:43:00
835,7/21/2010,10:46:00
829,7/21/2010,10:49:00
787,7/21/2010,10:52:00
857,7/21/2010,10:55:00
827,7/21/2010,10:58:00
839,7/21/2010,11:01:00
814,7/21/2010,11:04:00
854,7/21/2010,11:07:00
843,7/21/2010,11:10:00
805,7/21/2010,11:13:00
838,7/21/2010,11:16:00
864,7/21/2010,11:19:00
842,7/21/2010,11:22:00
837,7/21/2010,11:25:00
851,7/21/2010,11:28:00
881,7/21/2010,11:31:00
828,7/21/2010,11:34:00
832,7/21/2010,11:37:00
855,7/21/2010,11:40:00
840,7/21/2010,11:43:00
867,7/21/2010,11:46:00
822,7/21/2010,11:49:00
828,7/21/2010,11:52:00
821,7/21/2010,11:55:00
865,7/21/2010,11:58:00
877,7/21/2010,12:01:00
871,7/21/2010,12:04:00
848,7/21/2010,12:07:00
827,7/21/2010,12:10:00
813,7/21/2010,12:13:00
846,7/21/2010,12:16:00
842,7/21/2010,12:19:00
856,7/21/2010,12:22:00
826,7/21/2010,12:25:00
837,7/21/2010,12:28:00
844,7/21/2010,12:31:00
826,7/21/2010,12:34:00
840,7/21/2010,12:37:00
839,7/21/2010,12:40:00
876,7/21/2010,12:43:00
848,7/21/2010,12:46:00
846,7/21/2010,12:49:00
900,7/21/2010,12:52:00
921,7/21/2010,12:55:00
859,7/21/2010,12:58:00
866,7/21/2010,13:01:00
869,7/21/2010,13:04:00
898,7/21/2010,13:07:00
850,7/21/2010,13:10:00
826,7/21/2010,13:13:00
837,7/21/2010,13:16:00
871,7/21/2010,13:19:00
828,7/21/2010,13:22:00
834,7/21/2010,13:25:00
850,7/21/2010,13:28:00
835,7/21/2010,13:31:00
813,7/21/2010,13:34:00
817,7/21/2010,13:37:00
826,7/21/2010,13:40:00
823,7/21/2010,13:43:00
828,7/21/2010,13:46:00
887,7/21/2010,13:49:00
837,7/21/2010,13:52:00
832,7/21/2010,13:55:00
808,7/21/2010,13:58:00
832,7/21/2010,14:01:00
853,7/21/2010,14:04:00
884,7/21/2010,14:07:00
856,7/21/2010,14:10:00
841,7/21/2010,14:13:00
867,7/21/2010,14:16:00
843,7/21/2010,14:19:00
839,7/21/2010,14:22:00
848,7/21/2010,14:25:00
841,7/21/2010,14:28:00
818,7/21/2010,14:31:00
852,7/21/2010,14:34:00
901,7/21/2010,14:37:00
848,7/21/2010,14:40:00
881,7/21/2010,14:43:00
825,7/21/2010,14:46:00
826,7/21/2010,14:49:00
833,7/21/2010,14:52:00
816,7/21/2010,14:55:00
830,7/21/2010,14:58:00
830,7/21/2010,15:01:00
840,7/21/2010,15:04:00
825,7/21/2010,15:07:00
824,7/21/2010,15:10:00
820,7/21/2010,15:13:00
823,7/21/2010,15:16:00
834,7/21/2010,15:19:00
855,7/21/2010,15:22:00
804,7/21/2010,15:25:00
822,7/21/2010,15:28:00
838,7/21/2010,15:31:00
815,7/21/2010,15:34:00
858,7/21/2010,15:37:00
885,7/21/2010,15:40:00
872,7/21/2010,15:43:00
872,7/21/2010,15:46:00
894,7/21/2010,15:49:00
899,7/21/2010,15:52:00
927,7/21/2010,15:55:00
937,7/21/2010,15:58:00
1047,7/21/2010,16:01:00
1132,7/21/2010,16:04:00
1491,7/21/2010,16:07:00
1499,7/21/2010,16:10:00
2330,7/21/2010,16:13:00
2258,7/21/2010,16:16:00
1984,7/21/2010,16:19:00
2304,7/21/2010,16:22:00
2625,7/21/2010,16:25:00
2501,7/21/2010,16:28:00
2640,7/21/2010,16:31:00
2625,7/21/2010,16:34:00
2352,7/21/2010,16:37:00
2567,7/21/2010,16:40:00
2927,7/21/2010,16:43:00
2645,7/21/2010,16:46:00
2045,7/21/2010,16:49:00
2115,7/21/2010,16:52:00
2847,7/21/2010,16:55:00
3170,7/21/2010,16:58:00
2977,7/21/2010,17:01:00
2461,7/21/2010,17:04:00
2745,7/21/2010,17:07:00
3415,7/21/2010,17:10:00
2920,7/21/2010,17:13:00
2755,7/21/2010,17:16:00
2984,7/21/2010,17:19:00
4034,7/21/2010,17:22:00
4222,7/21/2010,17:25:00
3968,7/21/2010,17:28:00
2758,7/21/2010,17:31:00
2405,7/21/2010,17:34:00
2675,7/21/2010,17:37:00
2896,7/21/2010,17:40:00
2355,7/21/2010,17:43:00
2141,7/21/2010,17:46:00
3118,7/21/2010,17:49:00
4831,7/21/2010,17:52:00
4675,7/21/2010,17:55:00
3305,7/21/2010,17:58:00
2513,7/21/2010,18:01:00
2637,7/21/2010,18:04:00
2253,7/21/2010,18:07:00
1884,7/21/2010,18:10:00
1913,7/21/2010,18:13:00
1857,7/21/2010,18:16:00
1871,7/21/2010,18:19:00
2219,7/21/2010,18:22:00
2218,7/21/2010,18:25:00
1884,7/21/2010,18:28:00
1556,7/21/2010,18:31:00
1286,7/21/2010,18:34:00
983,7/21/2010,18:37:00
852,7/21/2010,18:40:00
875,7/21/2010,18:43:00
850,7/21/2010,18:46:00
890,7/21/2010,18:49:00
894,7/21/2010,18:52:00
843,7/21/2010,18:55:00
827,7/21/2010,18:58:00
809,7/21/2010,19:01:00
839,7/21/2010,19:04:00
807,7/21/2010,19:07:00
